,loc
5721,"48.831976,2.352813"
5722,"48.884165,2.330501"
5723,"48.863371,2.335132"
5724,"48.844259,2.255516"
5725,"48.886098,2.336283"
5726,"48.86005,2.29628"
5727,"48.854777,2.295278"
5728,"48.848594,2.289247"
5729,"48.820433915,2.342725343"
5730,"48.863786,2.290561"
5731,"48.847989,2.264996"
5732,"48.865721,2.327405"
5733,"48.884429,2.33062"
5734,"48.845468,2.356288"
5735,"48.834782,2.283881"
5736,"48.828843,2.322354"
5737,"48.89258,2.336914"
5738,"48.836369,2.34531"
5739,"48.855463,2.326623"
5740,"48.893286,2.317194"
5741,"48.862133,2.270002"
5742,"48.834442,2.38969"
5743,"48.861808,2.361467"
5744,"48.834526,2.389827"
5745,"48.882015,2.336604"
5746,"48.861932,2.358706"
5747,"48.840317,2.36862"
5748,"48.84644,2.370098"
5749,"48.859101,2.3554"
5750,"48.848774,2.263581"
5751,"48.87161,2.40873"
5752,"48.86211,2.281785"
5753,"48.83181,2.3044"
5754,"48.853628,2.28775"
5755,"48.850876,2.267139"
5756,"48.821937,2.330116"
5757,"48.834483,2.38966"
5758,"48.840245,2.278055"
5759,"48.854816,2.370403"
5760,"48.888271,2.343456"
5761,"48.850283,2.297342"
5762,"48.863306,2.314542"
5763,"48.834419,2.389638"
5764,"48.844042,2.288435"
5765,"48.870973,2.303432"
5766,"48.865939051,2.398382897"
5767,"48.809795,2.574389"
5768,"48.834366,2.389763"
5769,"48.869446,2.41012"
5770,"48.768106,2.046883"
5771,"48.872818,2.484423"
5772,"48.834403,2.389544"
5773,"48.8995,2.379795"
5774,"48.944588,2.286033"
5775,"48.899531,2.379719"
5776,"48.886893,2.291508"
5777,"48.882711424,2.380180167"
5778,"48.834504,2.389694"
5779,"49.003296,2.425951"
5780,"48.834462,2.389665"
5781,"48.85692,2.347818"
5782,"48.834459,2.389677"
5783,"48.88639,2.38172"
5784,"48.871067,2.348804"
5785,"48.842518,2.400916"
5786,"48.826997,2.37079"
5787,"48.851142,2.25948"
5788,"48.834207,2.389778"
5789,"48.848822,2.263592"
5790,"48.84786,2.302166"
5791,"48.852314213,2.326282474"
5792,"48.882078,2.328242"
5793,"48.849816065,2.395634584"
5794,"48.844228,2.329777"
5795,"48.878767,2.410466"
5796,"48.884582,2.340974"
5797,"48.868603,2.274979"
5798,"48.851019,2.362301"
5799,"48.859030122,2.286986416"
5800,"48.833724,2.321697"
5801,"48.893968,2.317765"
5802,"48.855856,2.347435"
5803,"48.866409,2.383639"
5804,"48.845051247,2.369655297"
5805,"48.834682,2.374098"
5806,"48.844066,2.387163"
5807,"48.868799,2.405351"
5808,"48.859894,2.273248"
5809,"48.846368,2.308629"
5810,"48.8475,2.294044"
5811,"48.824419,2.358056"
5812,"48.824285,2.316444"
5813,"48.842326,2.310624"
5814,"48.858714636,2.346025629"
5815,"48.862151,2.30549"
5816,"48.846354,2.369964"
5817,"48.853598,2.409582"
5818,"48.886654,2.346763"
5819,"48.847601,2.286056"
5820,"48.833614,2.321691"
5821,"48.87,2.312193"
5822,"48.875896,2.309618"
5823,"48.892662,2.335738"
5824,"48.852634,2.265446"
5825,"48.834707,2.407743"
5826,"48.813825,2.369692"
5827,"48.854461,2.355278"
5828,"48.87926,2.388268"
5829,"48.828663,2.369688"
5830,"48.888379,2.297232"
5831,"48.858127,2.403146"
5832,"48.831225641,2.319807192"
5833,"48.866294,2.286303"
5834,"48.838125,2.399137"
5835,"48.839073,2.369912"
5836,"48.824417,2.323276"
5837,"48.894318,2.353258"
5838,"48.884675547,2.380092128"
5839,"48.834376,2.389448"
5840,"48.83942,2.262373"
5841,"48.842141,2.392613"
5842,"48.843312,2.264725"
5843,"48.86223,2.325243"
5844,"48.831797,2.278164"
5845,"48.838942,2.389375"
5846,"48.834012,2.389117"
5847,"48.841491699,2.324984797"
5848,"48.834493,2.389648"
5849,"48.898822,2.374378"
5850,"48.845583,2.25279"
5851,"48.834205,2.389902"
5852,"48.868996,2.27593"
5853,"48.834158,2.389841"
5854,"48.874225617,2.285694033"
5855,"48.858453,2.284401"
5856,"48.874463,2.383348"
5857,
5858,"48.85123,2.25955"
5859,"48.834498,2.389865"
5860,"48.866357,2.40876"
5861,"48.863136,2.34993"
5862,
5863,"48.866196,2.293753"
5864,"48.885823,2.38725"
5865,"48.863804678,2.381230887"
5866,"48.508201,2.607143"
5867,"48.83769,2.425458"
5868,"48.8830125,2.3296385"
5869,"48.8344607,2.3894535"
5870,"49.008467,2.382263"
5871,"48.842598,2.289563"
5872,"48.868859,2.408317"
5873,"48.886984,2.323029"
5874,"48.87127,2.289206"
5875,"48.827346,2.366999"
5876,"48.891097,2.344963"
5877,"48.851504,2.347697"
5878,"48.860357,2.361397"
5879,"48.888613,2.339996"
5880,"48.871059,2.319862"
5881,"48.8586763,2.3459139"
5882,"48.847862,2.264975"
5883,"48.834392,2.389604"
5884,"48.834687,2.283908"
5885,"48.854986,2.265668"
5886,"48.877103,2.339867"
5887,"48.839337,2.255908"
5888,"48.834672,2.290188"
5889,"48.54513,-4.347671"
5890,"48.842574,2.269155"
5891,"48.862131,2.39948"
5892,"48.882337,2.345639"
5893,"48.834478,2.389511"
5894,"48.877463,2.297907"
5895,"48.831228,2.306768"
5896,"48.824945,2.362651"
5897,"48.834195,2.389824"
5898,"48.874565,2.297098"
5899,"48.834087,2.390053"
5900,"48.940606,2.354306"
5901,"48.86423,2.406892"
5902,"48.854537,2.344065"
5903,"48.901148833,2.344404"
5904,"48.872284,2.338338"
5905,"48.85879,2.339758"
5906,"48.914508,2.406156"
5907,"48.870433,2.306356"
5908,"48.835963174,2.358925956"
5909,"48.897404,2.321631"
5910,"48.851768,2.406998"
5911,"48.845281,2.282483"
5912,"48.83389,2.327571"
5913,"48.843582,2.315381"
5914,"48.825733,2.318967"
5915,"48.8534209,2.2937275"
5916,"48.877677,2.348396"
5917,"48.873704,2.321588"
5918,"48.846309,2.279151"
5919,"48.886303,2.377681"
5920,"48.880089,2.285957"
5921,"48.87797108,2.291492314"
5922,"48.885128,2.376053"
5923,"48.840927,2.262343"
5924,"48.841344,2.327275"
5925,"48.865869,2.275816"
5926,"48.881073,2.358577"
5927,"48.901278,2.389688"
5928,"48.834396,2.389673"
5929,"48.859587,2.37338"
5930,"48.881122986,2.336068526"
5931,"48.827518,2.348358"
5932,"48.870796,2.322796"
5933,"48.846899,2.269875"
5934,"48.856517,2.32133"
5935,"48.831134,2.306691"
5936,"48.849325,2.353092"
5937,"48.899178,2.309606"
5938,"48.83812,2.399228"
5939,"48.853657,2.358238"
5940,"48.847842,2.302161"
5941,"48.872074,2.312499"
5942,"48.85396,2.396589"
5943,"48.844066,2.387078"
5944,"48.854025,2.344668"
5945,"48.835463,2.302307"
5946,"48.833553,2.326107"
5947,"48.896516,2.375898"
5948,"48.843823,2.270072"
5949,"48.820002,2.361598"
5950,"48.870789,2.303251"
5951,"48.855705,2.326224"
5952,"48.891317,2.362398"
5953,"48.866581,2.296815"
5954,"48.892071,2.361806"
5955,"48.823584,2.322292"
5956,"48.834521,2.389579"
5957,"48.834436,2.389923"
5958,"48.81769,2.325287"
5959,"48.833567,2.389573"
5960,"48.8345914,2.3897529"
5961,"48.821528,2.387153"
5962,"48.821021,2.319735"
5963,"48.841901,2.34112"
5964,"48.830782333,2.227541833"
5965,"48.872514,2.324059"
5966,"48.870778,2.375718"
5967,"48.834497,2.389723"
5968,"48.886501,2.381717"
5969,"48.8344578,2.3894569"
5970,"48.869076,2.382799"
5971,"48.834512,2.3896288"
5972,"48.83453,2.389746"
5973,"48.8343784,2.3895392"
5974,"48.834578,2.389822"
5975,"48.856135,2.340956"
5976,"48.841251,2.300262"
5977,"48.834421,2.389696"
5978,"48.851133,2.311808"
5979,"48.952973,2.281636"
5980,"48.8343707,2.389721"
5981,"48.847994,2.264996"
5982,"48.842163,2.300481"
5983,"48.834394,2.38959"
5984,"48.83815,2.26313"
5985,"48.828581,2.307998"
5986,"48.825749,2.311405"
5987,"48.83419,2.389779"
5988,"48.820663,2.324076"
5989,"48.946601,2.282633"
5990,"48.875186,2.367306"
5991,"48.844303,2.299423"
5992,"48.834475,2.389512"
5993,"48.834368,2.3897351"
5994,"48.863145743,2.402488252"
5995,"48.834496,2.389705"
5996,"48.856991,2.394869"
5997,"48.898349,2.382833"
5998,"48.725581,2.469256"
5999,"48.916678,2.390238"
6000,"48.875784,2.402647"
6001,"48.824355,2.367832"
6002,"48.888254,2.342934"
6003,"48.838837,2.299394"
6004,"48.842425,2.401"
6005,"48.8278,2.299181"
6006,"48.863231,2.36183"
6007,"48.837602,2.397264"
6008,"48.821758,2.343058"
6009,"48.828828829,2.38119682"
6010,"48.891636,2.303895"
6011,"48.8344,2.389953"
6012,"48.834343,2.41171"
6013,"48.831491,2.292716"
6014,"48.847234,2.280482"
6015,"48.862748,2.287503"
6016,"48.923951,2.517674"
6017,"48.864998,2.498035"
6018,"48.864432,2.353042"
6019,"48.884075,2.391901"
6020,"48.841605,2.386878"
6021,"48.834338,2.389864"
6022,"48.862191,2.368641"
6023,"48.834497,2.389613"
6024,"48.834477,2.389858"
6025,"48.8343753,2.3896692"
6026,"48.891145,2.33174"
6027,"48.867107,2.402228"
6028,"48.864208,2.467515"
6029,"48.894043,2.314156"
6030,"48.858959,2.278411"
6031,"48.828828829,2.38119682"
6032,"48.867975,2.402042"
6033,"48.834496,2.389628"
6034,"48.834449,2.389644"
6035,"48.863295,2.408848"
6036,"48.8782176,2.3556565"
6037,"48.834452,2.38982"
6038,"48.820787,2.361116"
6039,"48.864223,2.406894"
6040,"48.851163,2.406891"
6041,"48.825052,2.323823"
6042,"48.888381,2.297394"
6043,"49.420758,2.089856"
6044,"48.848539,2.260522"
6045,"48.866373,2.383392"
6046,"48.871976,2.2721"
6047,"48.834557,2.38964"
6048,"48.830714,2.318973"
6049,"48.8342323,2.3900094"
6050,"48.873260167,2.296194833"
6051,"48.839335,2.255879"
6052,"48.870198,2.381632"
6053,"48.851561,2.274302"
6054,"48.868253,2.332052"
6055,"48.850406,2.361233"
6056,"48.871255,2.344491"
6057,"48.897382,2.344405"
6058,"48.87898,2.287697"
6059,"48.831045,2.377489"
6060,"48.857687,2.399662"
6061,"48.888638,2.342097"
6062,"48.877493,2.374005"
6063,"48.856283,2.314764"
6064,"48.841974,2.298075"
6065,"49.037868,2.49847"
6066,"48.850329,2.352153"
6067,"48.864356,2.301711"
6068,"48.851772834,2.32778085"
6069,"48.833578,2.321799"
6070,"48.893307,2.361939"
6071,"48.821888,2.372758"
6072,"48.870677,2.305664"
6073,"48.883434,2.304424"
6074,"48.858746,2.352066"
6075,"48.877391,2.294392"
6076,"48.85303,2.319063"
6077,"48.843313,2.320143"
6078,"48.8459129,2.3196817"
6079,"48.892044,2.350053"
6080,"48.895781,2.346466"
6081,"48.834583,2.389445"
6082,"48.87401,2.342474"
6083,"48.873488,2.391302"
6084,"48.836295,2.345433"
6085,"48.856229,2.365043"
6086,"48.859368,2.344556"
6087,"48.864692,2.368133"
6088,"48.833106,2.404305"
6089,"48.881667,2.331391"
6090,"48.831016878,2.323854249"
6091,"48.885821,2.394553"
6092,"48.830527401,2.304023301"
6093,"48.889246,2.378424"
6094,"48.888152,2.293675"
6095,"48.856054,2.400831"
6096,"48.861243,2.357939"
6097,"48.834183,2.313762"
6098,"48.866413,2.381459"
6099,"48.825587,2.311582"
6100,"48.849336,2.289757"
6101,"48.88957985,2.368004963"
6102,"48.834669,2.33796"
6103,"48.89939,2.352357"
6104,"48.881474,2.396553"
6105,"48.832309,2.398679"
6106,"48.848779,2.264192"
6107,"48.864032,2.29064"
6108,"48.868896,2.338609"
6109,"48.87064,2.331784"
6110,"48.834554,2.389464"
6111,"48.839982,2.26709"
6112,"48.853025,2.411863"
6113,"48.822599,2.335107"
6114,"48.848856,2.263656"
6115,"48.828208,2.31703"
6116,"48.834447,2.389742"
6117,"48.834409,2.389749"
6118,"48.98468,2.35963"
6119,"48.8997062,2.34552257"
6120,"48.834493,2.389633"
6121,"48.834107,2.389609"
6122,"48.883123,2.394771"
6123,"48.889097,2.394091"
6124,"48.851226,2.259339"
6125,"48.853898,2.37852"
6126,"48.834493,2.389664"
6127,"48.873319,2.352804"
6128,"48.848636,2.285077"
6129,"48.834477,2.389824"
6130,"48.943036,2.289225"
6131,"48.898838,2.223846"
6132,"48.85118,2.404233"
6133,"48.871692,2.282638"
6134,"48.857743,2.344686"
6135,"48.857171,2.355395"
6136,"48.859508,2.274543"
6137,"48.834175,2.389857"
6138,"48.819066,2.32944"
6139,"48.862303,2.286996"
6140,"48.862225,2.369269"
6141,"48.881515389,2.353906035"
6142,"48.80884,2.479761"
6143,"48.886157,2.344066"
6144,"48.862025,2.350534"
6145,"48.834557,2.390183"
6146,"48.891317,2.382601"
6147,"48.879029,2.39796"
6148,"48.852489,2.335284"
6149,"48.863995,2.277037"
6150,"48.831724,2.278075"
6151,"48.880143,2.353729"
6152,"48.822065252,2.356290845"
6153,"48.872305,2.328085"
6154,"48.886114,2.377832"
6155,"48.8455,2.370982"
6156,"48.843372,2.391301"
6157,"48.861484535,2.285048643"
6158,"48.863427,2.335341"
6159,"48.861416,2.375814"
6160,"48.852769,2.290553"
6161,"48.875207,2.370436"
6162,"48.881719,2.381149"
6163,"48.882691,2.339618"
6164,"48.898307,2.382914"
6165,"48.855818561,2.38780954"
6166,"48.844225,2.28128"
6167,"48.886527,2.301359"
6168,"48.822102,2.332002"
6169,"48.883224915,2.319395029"
6170,"48.855782848,2.264712092"
6171,"48.824646,2.31347"
6172,"48.847364,2.328029"
6173,"48.855281,2.39175"
6174,"48.897444,2.344795"
6175,"48.899029,2.329895"
6176,"48.880531,2.317473"
6177,"48.877469,2.294623"
6178,"48.866394,2.296696"
6179,"48.838546,2.357375"
6180,"48.898736,2.374386"
6181,"48.841217829,2.263861851"
6182,"48.839823,2.254783"
6183,"48.848568,2.275757"
6184,"48.834013,2.388993"
6185,"48.8863,2.328242"
6186,"48.830417,2.316517"
6187,"48.843223,2.281133"
6188,"48.856499,2.409312"
6189,"48.84232,2.289339"
6190,"48.881329,2.289627"
6191,"48.881097,2.336173"
6192,"48.842439,2.269075"
6193,"48.844738,2.408055"
6194,"48.833126,2.303585"
6195,"48.893643,2.399611"
6196,"48.8343658,2.3895442"
6197,"48.993749,2.473844"
6198,"48.897856,2.292583"
6199,"48.836468,2.263783"
6200,"48.9279346,2.2859896"
6201,"48.834521,2.389681"
6202,"48.923999,2.517802"
6203,"48.823125,2.305065"
6204,"48.896818,2.43718"
6205,"48.875825,2.400839"
6206,"48.952105,2.304223"
6207,"48.860229,2.36165"
6208,"48.928431,2.3613"
6209,"48.895083544,2.321122212"
6210,"48.835975,2.351087"
6211,"49.015853,2.708588"
6212,"48.834481,2.389744"
6213,"48.889417,2.375508"
6214,"48.8238,2.420409"
6215,"48.8345,2.389889"
6216,"48.834121,2.283708"
6217,"48.834366,2.389687"
6218,"48.834534,2.389572"
6219,"48.823215,2.304993"
6220,"48.834554,2.389485"
6221,"48.763113,1.236554"
6222,"48.892498,2.304048"
6223,"48.8900953,2.3749333"
6224,"48.844933,2.367593"
6225,"48.8344528,2.3894908"
6226,"48.861131,2.466666"
6227,"48.834519,2.389644"
6228,"48.858228,2.28226"
6229,"48.854455,2.415608"
6230,"48.866905,2.39454"
6231,"48.852679,2.335281"
6232,"48.819711,2.310921"
6233,"48.900675,2.229933"
6234,"48.83439,2.389638"
6235,"48.900088,2.317091"
6236,"48.868805,2.413175"
6237,"48.8425649,2.4013701"
6238,"48.83453,2.389749"
6239,"48.858344,2.414689"
6240,"48.834428,2.389663"
6241,"48.833952,2.283833"
6242,"48.85761,2.345102"
6243,"48.859407,2.323227"
6244,"48.871552,2.365248"
6245,"48.828694,2.382089"
6246,"48.855336,2.390192"
6247,"48.89551,2.36134"
6248,"48.983443,2.363898"
6249,"48.871787,2.298576"
6250,"48.858436,2.339838"
6251,"48.870551,2.33204"
6252,"48.822645874,2.346753299"
6253,"48.894226,2.353235"
6254,"48.848013,2.367865"
6255,"48.856019,2.3665"
6256,"48.831935,2.321869"
6257,"48.882659,2.380224"
6258,"48.857682,2.335658"
6259,"48.831734177,2.376752035"
6260,"48.82677,2.332003"
6261,"48.870942013,2.283835804"
6262,"48.869705,2.368596"
6263,"48.843718,2.259047"
6264,"48.859525,2.274521"
6265,"48.87639,2.387663"
6266,"48.888820017,2.345552928"
6267,"48.856113,2.400881"
6268,"48.854735,2.295274"
6269,"48.842508,2.252688"
6270,"48.868492,2.324826"
6271,"48.84661,2.3518173"
6272,"48.852704,2.290713"
6273,"48.85479271,2.368085248"
6274,"48.854756,2.378027"
6275,"48.856859,2.280438"
6276,"48.862567,2.325184"
6277,"48.851723,2.327185"
6278,"48.841151,2.394146"
6279,"48.856813,2.275882"
6280,"48.872876,2.335702"
6281,"48.827932,2.299424"
6282,"48.863904,2.333018"
6283,"48.867104,2.279618"
6284,"48.867989,2.32436"
6285,"48.822159,2.314755"
6286,"48.896334,2.376146"
6287,"48.885897,2.387935"
6288,"48.826661,2.332044"
6289,"48.828843,2.322324"
6290,"48.85543,2.270877"
6291,"48.849416,2.289873"
6292,"48.831436,2.326946"
6293,"48.843637,2.297758"
6294,"48.86034,2.271947"
6295,"48.846384,2.286348"
6296,"48.872669,2.407642"
6297,"48.843961,2.387099"
6298,"48.81774,2.359158"
6299,"48.868456,2.295951"
6300,"48.894045,2.383809"
6301,"48.848835,2.265179"
6302,"48.834184,2.389858"
6303,"48.83439,2.389612"
6304,"48.892662,2.369529"
6305,"48.893899,2.31436"
6306,"48.83443,2.389654"
6307,"48.826814,2.306874"
6308,"48.827002312,2.293029131"
6309,"48.834421,2.389887"
6310,"47.072511,21.909222"
6311,"48.831203,2.292322"
6312,"48.837344,2.253045"
6313,"48.83053,2.311657"
6314,"48.842811,2.279826"
6315,"48.815366,2.402206"
6316,"48.839247,2.392962"
6317,"48.834312,2.389609"
6318,"48.694482,2.299517"
6319,"48.8647972,2.3321205"
6320,"48.882328,2.390016"
6321,"48.844852,2.365598"
6322,"48.834369,2.389705"
6323,"48.856777,2.28068"
6324,"48.885359729,2.384595503"
6325,"48.83452,2.389642"
6326,"48.843658,2.259438"
6327,"48.881749,2.2940002"
6328,"48.845371,2.260747"
6329,"48.829775,2.260529"
6330,"48.841596,2.386704"
6331,"48.833833,2.327479"
6332,"48.8343747,2.3895199"
6333,"48.8343719,2.3895224"
6334,"48.890099,2.360193"
6335,"48.839046,2.321901"
6336,"48.956436,2.50057"
6337,"48.834305,2.389211"
6338,"48.834437,2.389596"
6339,"48.855575,2.262201"
6340,"48.885824,2.394725"
6341,"48.8415281,2.34813"
6342,"48.838662,2.278643"
6343,"48.949473,2.280656"
6344,"48.820488,2.354322"
6345,"48.849235,2.358493"
6346,"48.859503,2.404219"
6347,"48.858118,2.284246"
6348,"48.834243,2.313753"
6349,"48.832586,2.27865"
6350,"48.834901,2.389291"
6351,"48.826573,2.323733"
6352,"48.832935,2.292029"
6353,"48.898818,2.223029"
6354,"48.865315,2.335295"
6355,"48.856456,2.314792"
6356,"48.849,2.413044"
6357,"48.869112,2.342966"
6358,"48.869034,2.304565"
6359,"48.886745,2.346562"
6360,"48.877753,2.405191"
6361,"48.88809,2.311562"
6362,"48.834379,2.389817"
6363,"48.895491,2.359605"
6364,"47.038924,21.910763"
6365,"48.726036,2.258353"
6366,"48.834327,2.389684"
6367,"48.844103,2.368458"
6368,"48.850914,2.3459393"
6369,"48.834519,2.389611"
6370,"48.851753,2.348745"
6371,"48.856372,2.302803"
6372,"48.846426,2.283018"
6373,"48.866033,2.327592"
6374,"48.83224,2.397218"
6375,"48.856554,2.409131"
6376,"48.877974086,2.291508183"
6377,"48.855291,2.395468"
6378,"48.844242,2.281268"
6379,"48.860604,2.276802"
6380,"48.879633,2.320994"
6381,"48.824994,2.37799"
6382,"48.855835,2.27767"
6383,"48.876174,2.387742"
6384,"48.859464,2.32318"
6385,"48.834364,2.389846"
6386,"48.869256,2.332833"
6387,"48.888232,2.390386"
6388,"48.858137,2.331073"
6389,"48.825717,2.311431"
6390,"48.852537,2.341739"
6391,"48.837923,2.370414"
6392,"48.838566,2.318875"
6393,"48.873390791,2.377956362"
6394,"48.828354,2.319477"
6395,"48.830488764,2.32331088"
6396,"48.897422,2.34462"
6397,"48.854327,2.373422"
6398,"48.830579,2.311662"
6399,"48.879661,2.389777"
6400,"48.830131,2.32"
6401,"48.82019,2.355748"
6402,"48.849991,2.402343"
6403,"48.846058,2.31415"
6404,"48.869224,2.313274"
6405,"48.885212,2.35272"
6406,"48.854266,2.297729"
6407,"48.88277,2.371739"
6408,"48.858255,2.317808"
6409,"48.870132,2.395944"
6410,"48.833805,2.343563"
6411,"48.841191,2.280706"
6412,"48.853996,2.265241"
6413,"48.862044,2.283093"
6414,"48.887331,2.336957"
6415,"49.049545,2.412336"
6416,"48.885071,2.352697"
6417,"48.821663,2.321679"
6418,"48.841218,2.280669"
6419,"48.860442,2.40684"
6420,"48.901649,2.368668"
6421,"48.8343418,2.3897603"
6422,"48.834483,2.38977"
6423,"48.730873,2.304015"
6424,"48.876862,2.334324"
6425,"48.821082,2.319678"
6426,"48.859914,2.273243"
6427,"48.829903,2.299948"
6428,"48.875864,2.400859"
6429,"48.852244,2.393154"
6430,"48.898543,2.37297"
6431,"48.834326,2.38967"
6432,"48.8860164,2.3942151"
6433,"48.828828829,2.408566899"
6434,"48.853522,2.409531"
6435,"48.834442,2.390459"
6436,"48.833923,2.389671"
6437,"48.856861,2.411677"
6438,"48.91174,2.362159"
6439,"48.859918,2.376508"
6440,"48.833323,2.295961"
6441,"48.843979,2.275391"
6442,"48.873283,2.360493"
6443,"48.83441,2.389705"
6444,"48.875326,2.189006"
6445,"48.834156,2.389845"
6446,"48.836296,2.280239"
6447,"48.898121,2.325259"
6448,"49.022425,2.129005"
6449,"48.852927,2.262491"
6450,"48.834467,2.389767"
6451,"48.871384,2.386316"
6452,"48.824964,2.323576"
6453,"48.9164295,2.390512167"
6454,"48.889873,2.3976243"
6455,"48.858987,2.292677"
6456,"48.825255,2.3672"
6457,"48.841507,2.264089"
6458,"48.834596,2.38989"
6459,"48.796193,2.621658"
6460,"48.882249,2.396115"
6461,"48.843676,2.259085"
6462,"48.88826,2.293659"
6463,"48.89297,2.350405"
6464,"48.827646,2.300346"
6465,"48.83959,2.283888"
6466,"48.839514,2.262338"
6467,"48.928341,2.361466"
6468,"48.834414,2.389608"
6469,"48.829849,2.348603"
6470,"48.890206,2.35284"
6471,"48.834553,2.389479"
6472,"48.896838,2.437378"
6473,"48.885324,2.301394"
6474,"48.843701,2.322788"
6475,"48.839323,2.256002"
6476,"45.7621235,5.0795345"
6477,"48.868646,2.355612"
6478,"48.866998,2.373229"
6479,"48.837262,2.349356"
6480,"48.824932,2.323642"
6481,"48.831956,2.321843"
6482,"48.860439792,2.298760071"
6483,"48.827816,2.366606"
6484,"48.859551,2.361316"
6485,"48.825946,2.375947"
6486,"48.871092,2.326754"
6487,"48.838749,2.404096"
6488,"48.859625,2.292943"
6489,"48.819429,2.348591"
6490,"48.865337173,2.282983208"
6491,"48.879706,2.287166"
6492,"48.8344073,2.3894845"
6493,"48.834586,2.389742"
6494,"48.851253,2.404315"
6495,"48.869139,2.383086"
6496,"48.848471,2.260478"
6497,"48.821712,2.343151"
6498,"48.826881,2.306731"
6499,"48.843651,2.263263"
6500,"48.851936,2.397786"
6501,"48.858645,2.368891"
6502,"48.841902,2.310885"
6503,"48.834528,2.389635"
6504,"48.871344,2.319486"
6505,"48.863772,2.334456"
6506,"48.871593,2.387658"
6507,"48.885107,2.364662"
6508,"48.834516,2.389801"
6509,"48.8516932,2.3012547"
6510,"48.825993,2.322645"
6511,"48.913843833,2.3200125"
6512,"48.917531,2.390051"
6513,"48.83427,2.389884"
6514,"48.834537,2.389844"
6515,"48.836414,2.301567"
6516,"48.882058,2.351548"
6517,"48.890795,2.376623"
6518,"48.873276,2.396475"
6519,"48.898904,2.378101"
6520,"48.826206,2.679278"
6521,"48.84877,2.263664"
6522,"48.819447,2.373867"
6523,"48.848905,2.263725"
6524,"48.834368,2.389825"
6525,"48.834443,2.38969"
6526,"48.834369,2.389848"
6527,"48.834415,2.38966"
6528,"48.871447,2.48628"
6529,"48.960485,2.500981"
6530,"48.857758,2.378672"
6531,"48.83633,2.301586"
6532,"48.85907,2.417025"
6533,"48.898706,2.37441"
6534,"48.834487,2.389831"
6535,"48.895836,2.381803"
6536,"48.8762637,2.38092"
6537,"48.841923,2.303671"
6538,"48.816025,2.249012"
6539,"48.8467,2.399977"
6540,"48.839401374,2.287236149"
6541,"48.861571258,2.319474826"
6542,"48.862478,2.372199"
6543,"48.870668,2.358592"
6544,"48.822068,2.363221"
6545,"48.854612,2.35547"
6546,"48.856059,2.36453"
6547,"48.893483,2.345093"
6548,"48.890351,2.348665"
6549,"48.841135,2.352433"
6550,"48.85413,2.299472"
6551,"48.8647057,2.2886158"
6552,"48.86629,2.379227"
6553,"48.860965,2.286391"
6554,"48.877176,2.389479"
6555,"48.851849,2.348835"
6556,"48.900344,2.320681"
6557,"48.860822,2.286372"
6558,"48.874323,2.361898"
6559,"48.883167,2.324172"
6560,"48.83173542,2.376752988"
6561,"48.850361,2.392067"
6562,"48.879473,2.287306"
6563,"48.862631,2.403182"
6564,"48.859978,2.296616"
6565,"48.86204158,2.339831621"
6566,"48.824456,2.363193"
6567,"48.845778,2.287977"
6568,"48.8559349,2.4073802"
6569,"48.855591,2.408602"
6570,"48.838419,2.34074"
6571,"48.891672,2.299835"
6572,"48.858289,2.414483"
6573,"48.843753,2.259148"
6574,"48.867764,2.382231"
6575,"48.869471,2.313556"
6576,"48.827466722,2.326031009"
6577,"48.873946,2.405043"
6578,"48.88571,2.292965"
6579,"48.82044,2.354138"
6580,"48.88553,2.307804"
6581,"48.89915,2.340688"
6582,"48.818292,2.353432"
6583,"48.825532,2.311443"
6584,"48.833423835,2.294605811"
6585,"48.84233,2.265666"
6586,"48.888389,2.296262"
6587,"48.827631,2.377195"
6588,"48.869266,2.27191"
6589,"48.947616,2.2815"
6590,"48.890660154,2.321171704"
6591,"49.085111,2.055718"
6592,"48.934154,2.416372"
6593,"48.866992,2.408605"
6594,"48.899836,2.372194"
6595,"48.892177,2.329573"
6596,"48.826256,2.310798"
6597,"48.835486,2.397483"
6598,"48.834493,2.389709"
6599,"48.834353,2.389539"
6600,"48.845098,2.258536"
6601,"48.83446,2.389662"
6602,"48.821119,2.319708"
6603,"48.940201,2.29391"
6604,"48.896376,2.3844"
6605,"48.834562,2.389781"
6606,"48.834097,2.388828"
6607,"48.834515,2.389569"
6608,"48.873955,2.405202"
6609,"48.83885,2.299352"
6610,"48.895985333,2.422486"
6611,"48.928291,2.361518"
6612,"48.83447,2.389617"
6613,"48.848549,2.260571"
6614,"48.871487,2.389136"
6615,"48.820044,2.355781"
6616,"48.892471804,2.304136158"
6617,"48.834417,2.389756"
6618,"48.898975,2.223823"
6619,"48.886502,2.328021"
6620,"48.842461,2.308592"
6621,"48.8337569,2.2895829"
6622,"48.871679,2.280802"
6623,"48.857514,2.276514"
6624,"48.881161,2.370371"
6625,"48.871872,2.382556"
6626,"48.846988,2.374061"
6627,"48.834436,2.389623"
6628,"48.949265,2.352937"
6629,"48.878746,2.397811"
6630,"48.82294,2.32205"
6631,"48.866466,2.390174"
6632,"48.834427,2.389742"
6633,"48.877781,2.374039"
6634,"48.844043,2.275222"
6635,"48.834396,2.389527"
6636,"48.834485,2.389734"
6637,"48.834494,2.389715"
6638,"48.87923,2.364243"
6639,"48.834412,2.389713"
6640,"48.822819,2.322065"
6641,"48.902404,2.322882"
6642,"48.827005613,2.292989719"
