,capacity,geo_point_2d
2416,6,"48.880246630260885,2.351049292222957"
2417,6,"48.84394643724685,2.3225949502386354"
2418,6,"48.87068222411603,2.3728408260484026"
2419,6,"48.83429211970846,2.326311508581442"
2420,6,"48.878617851256564,2.3316530244073985"
2421,6,"48.85829539014561,2.298112021352219"
2422,6,"48.83041556050701,2.345712513161125"
2423,6,"48.87295471978069,2.2915145373579247"
2424,7,"48.867917013464655,2.3955035282319184"
2425,6,"48.847615920683566,2.319627518370372"
2426,6,"48.84959402874631,2.324713795398392"
2427,6,"48.84995926982475,2.3169849533399156"
2428,6,"48.85039985905624,2.319587680496733"
2429,6,"48.85339530446363,2.3098901863056924"
2430,6,"48.85019014695832,2.331828109653317"
2431,8,"48.83470759523391,2.4009455897059198"
2432,6,"48.8728125661647,2.396247063417039"
2433,6,"48.84091648172869,2.26226187760232"
2434,6,"48.86410496285274,2.285334041795998"
2435,6,"48.832128212979306,2.3031438479519175"
2436,6,"48.83512008566682,2.303374536268341"
2437,6,"48.85785197649108,2.3721697537088553"
2438,6,"48.86001083853032,2.3752524227255587"
2439,6,"48.86803333446398,2.407288658576981"
2440,6,"48.827568509390574,2.348336357874203"
2441,6,"48.84212006435329,2.351648667935212"
2442,6,"48.831760881697384,2.3178206734381384"
2443,6,"48.874369190982726,2.3187875717120425"
2444,6,"48.852703567461276,2.324848160814115"
2445,6,"48.83246852682899,2.311234177997883"
2446,6,"48.84415850183787,2.294716604161752"
2447,6,"48.85065460920798,2.2780223530741868"
2448,7,"48.824288943965406,2.3233501126509597"
2449,6,"48.82364509248907,2.322404886059201"
2450,6,"48.83469965648244,2.363445420199857"
2451,6,"48.85104355929057,2.311640942225341"
2452,5,"48.88240551228462,2.391087899197478"
2453,6,"48.844888872280656,2.346632792901258"
2454,6,"48.841099550675686,2.4025017004778717"
